tire_id,vehicle_id,timestamp,pressure,temperature,speed,load,tread_depth,mileage,braking_events,acceleration,road_type,weather,maintenance_history,failure,failure_type,pressure_sensor_fault,temperature_sensor_fault,tread_sensor_fault,pressure_true,temperature_true,tread_depth_true,is_synthetic
V-0010-T2,V-0010,2026-01-05 03:30:00,28.112709001437096,32.40987324436972,121.62,525.75,6.587182190164099,6888.15,3,-3.137,urban,clear,0,0,none,drift,none,none,29.961,32.41,6.587,True
V-0010-T3,V-0010,2026-01-05 03:30:00,32.57195441672001,28.23486585949412,47.08,560.99,7.421301112413,7112.3,1,1.666,urban,extreme_heat,0,0,none,drift,none,none,33.039,28.235,7.421,True
V-0011-T0,V-0011,2026-01-05 03:30:00,29.825784029641056,29.540999905376893,66.37,478.32,10.181147496215424,7035.26,3,0.604,highway,clear,0,0,none,none,none,drift,29.826,29.541,7.851,True
V-0011-T1,V-0011,2026-01-05 03:30:00,30.34969362189962,,98.46,471.21,5.880633480965344,6983.01,0,-0.711,highway,rain,0,0,none,none,missing,none,30.35,27.457,5.881,True
V-0011-T2,V-0011,2026-01-05 03:30:00,31.43384560693687,28.54672742057892,86.31,437.66,4.364942644135088,6990.38,0,-2.207,urban,rain,0,0,none,none,none,drift,31.434,28.547,5.722,True
V-0011-T3,V-0011,2026-01-05 03:30:00,32.898341523085996,19.3433475475642,64.81,495.34,6.196782966983823,6998.46,1,-0.534,rural,snow,0,0,none,drift,none,drift,33.007,19.343,7.437,True
V-0012-T0,V-0012,2026-01-05 03:30:00,29.642364759315605,31.171597847880733,59.63,446.06,7.610490074031957,6825.57,1,-1.134,off_road,extreme_heat,0,0,none,none,none,drift,29.642,31.172,7.771,True
V-0012-T1,V-0012,2026-01-05 03:30:00,31.20898956514289,26.106181676780242,104.42,507.94,8.025020939425895,6741.32,0,0.146,off_road,rain,0,0,none,none,none,drift,31.209,26.106,8.142,True
V-0012-T2,V-0012,2026-01-05 03:30:00,30.24188181893911,30.611851620745032,94.2,431.65,6.724064961286475,7020.15,1,0.605,urban,rain,0,0,none,none,drift,none,30.242,27.756,6.724,True
V-0012-T3,V-0012,2026-01-05 03:30:00,32.723850760510196,24.19347296274417,65.91,471.12,7.552360779243506,6830.14,2,0.162,rural,snow,0,0,none,none,none,none,32.724,24.193,7.552,True
V-0013-T0,V-0013,2026-01-05 03:30:00,32.71677944727086,34.195388521710036,59.01,529.49,6.967544422455339,6930.22,0,0.118,highway,extreme_heat,0,0,none,none,none,none,32.717,34.195,6.968,True
V-0013-T1,V-0013,2026-01-05 03:30:00,30.4541369269897,27.933849723316357,71.7,600.65,7.6059537504023345,6762.79,0,-1.679,highway,clear,0,0,none,none,drift,drift,30.454,27.989,7.752,True
V-0013-T2,V-0013,2026-01-05 03:30:00,29.783902682388817,28.02213249652131,81.62,557.68,8.143448957809076,7106.83,0,-1.782,highway,clear,0,0,none,none,none,none,29.784,28.022,8.143,True
V-0013-T3,V-0013,2026-01-05 03:30:00,32.66680287245049,25.478319972829404,110.2,473.46,7.707447056206487,6994.09,1,-0.961,rural,snow,0,0,none,drift,drift,drift,29.811,25.639,8.038,True
V-0014-T0,V-0014,2026-01-05 03:30:00,31.757520704776567,23.56440339406888,34.55,410.22,8.288633315460542,6898.9,0,-0.754,urban,rain,0,0,none,drift,drift,drift,33.031,25.135,8.289,True
V-0014-T1,V-0014,2026-01-05 03:30:00,31.89900956336238,23.37786155280422,54.61,380.65,5.699386797997581,7131.39,0,1.673,highway,snow,0,0,none,none,none,none,31.899,23.378,5.699,True
V-0014-T2,V-0014,2026-01-05 03:30:00,31.844241028709806,23.68976298327399,56.56,485.42,6.228088244306725,7042.18,0,-1.031,highway,clear,0,0,none,none,stuck,none,31.844,23.082,6.228,True
V-0014-T3,V-0014,2026-01-05 03:30:00,29.46517223507585,29.02675057408429,131.14,571.36,5.853184352965367,7171.78,0,-0.372,off_road,clear,0,0,none,drift,none,none,30.84,29.027,5.853,True
V-0000-T0,V-0000,2026-01-05 04:00:00,33.62834572345457,23.830482495121196,96.84,444.54,6.342763724895379,6851.69,1,-0.563,urban,rain,0,0,none,drift,none,none,32.139,23.83,6.343,True
V-0000-T1,V-0000,2026-01-05 04:00:00,32.52713485665643,27.440119724024832,60.67,447.01,8.079107266270029,7256.4,2,1.604,urban,extreme_heat,0,0,none,none,drift,none,32.527,27.997,8.079,True
V-0000-T2,V-0000,2026-01-05 04:00:00,31.268937278740747,32.47320738557099,66.62,466.23,6.127746235220725,7201.25,0,1.026,highway,clear,0,0,none,none,none,none,31.269,32.473,6.128,True
V-0000-T3,V-0000,2026-01-05 04:00:00,29.687393878735122,25.005289575029455,53.92,530.76,7.332363849043078,7217.37,0,-1.564,urban,clear,0,0,none,none,none,none,29.687,25.005,7.332,True
V-0001-T0,V-0001,2026-01-05 04:00:00,30.46301248816245,19.879386305626987,61.03,500.81,15.369814240034268,7036.58,1,0.353,urban,snow,0,0,none,none,drift,drift,30.463,20.499,7.842,True
V-0001-T1,V-0001,2026-01-05 04:00:00,31.271707592613676,23.077255188982225,66.08,470.95,6.167124781681865,6998.29,1,-1.235,urban,rain,0,0,none,none,none,none,31.272,23.077,6.167,True
V-0001-T2,V-0001,2026-01-05 04:00:00,29.99009110607906,31.34877978529574,81.97,623.2,6.302574174563627,7003.56,1,-0.996,off_road,clear,0,0,none,none,none,drift,29.99,31.349,6.566,True
V-0001-T3,V-0001,2026-01-05 04:00:00,40.60521978332522,25.88085552583601,72.08,395.32,6.898477022140497,6956.26,0,-1.334,off_road,rain,0,0,none,drift,none,none,30.639,25.881,6.898,True
V-0002-T0,V-0002,2026-01-05 04:00:00,33.27043148811302,26.91624730988038,67.1,406.41,5.697566204122749,6921.54,2,-1.189,off_road,clear,0,0,none,none,none,drift,33.27,26.916,6.375,True
V-0002-T1,V-0002,2026-01-05 04:00:00,33.12514032508094,23.26833119192338,58.42,521.16,6.083847251478883,6998.38,1,3.205,rural,clear,0,0,none,stuck,drift,none,33.123,24.831,6.084,True
V-0002-T2,V-0002,2026-01-05 04:00:00,31.623892005616703,28.544205106034852,62.38,483.56,8.058546030627898,6991.48,0,-1.227,rural,clear,0,0,none,drift,drift,drift,32.674,26.79,8.059,True
V-0002-T3,V-0002,2026-01-05 04:00:00,31.101754900156333,24.231079622811606,58.17,492.37,7.884356669055443,7072.83,1,0.837,off_road,clear,0,0,none,none,drift,none,31.102,25.188,7.884,True
V-0003-T0,V-0003,2026-01-05 04:00:00,86.35931828649434,24.935209449906097,100.93,346.96,7.67121038812109,6758.03,0,-0.137,off_road,snow,0,0,none,spoofed,none,none,31.002,24.935,7.671,True
V-0003-T1,V-0003,2026-01-05 04:00:00,29.86686003831386,36.32476691888667,64.06,526.1,7.007685283875443,7299.21,0,0.386,highway,extreme_heat,0,0,none,none,none,none,29.867,36.325,7.008,True
V-0003-T2,V-0003,2026-01-05 04:00:00,31.43029084740413,21.802249866550827,89.18,496.88,8.258555805937112,7053.02,0,-0.816,off_road,rain,0,0,none,none,none,none,31.43,21.802,8.259,True
V-0003-T3,V-0003,2026-01-05 04:00:00,30.45971069588074,29.46575187933776,70.76,478.24,7.863761435748502,6788.19,4,-2.597,highway,clear,0,0,none,none,none,none,30.46,29.466,7.864,True
V-0004-T0,V-0004,2026-01-05 04:00:00,33.81940131150824,26.43337385151879,58.66,440.17,6.057513841127835,7177.32,1,1.02,highway,snow,0,0,none,drift,drift,none,30.843,24.107,6.058,True
V-0004-T1,V-0004,2026-01-05 04:00:00,33.08672050589106,21.05316244141664,42.97,528.0,7.4676477671773425,7127.57,1,0.919,highway,snow,0,0,none,none,none,none,33.087,21.053,7.468,True
V-0004-T2,V-0004,2026-01-05 04:00:00,33.239440358962554,60.31061009752464,55.26,535.34,6.4280662596824705,6609.45,2,0.106,urban,clear,0,0,none,none,drift,none,33.239,31.016,6.428,True
V-0004-T3,V-0004,2026-01-05 04:00:00,31.82672253665269,23.921033649750363,108.9,313.62,7.265726034739127,6831.35,0,-1.667,urban,rain,0,0,none,none,none,none,31.827,23.921,7.266,True
V-0005-T0,V-0005,2026-01-05 04:00:00,37.490818365949295,39.74396372732206,51.44,447.55,8.501084819235917,6887.28,0,-0.61,rural,clear,0,0,none,drift,drift,none,31.179,25.292,8.501,True
V-0005-T1,V-0005,2026-01-05 04:00:00,29.897108481448463,33.801095638013074,47.17,552.78,5.869058426758354,6885.92,1,-1.937,highway,extreme_heat,0,0,none,drift,drift,none,29.945,35.154,5.869,True
V-0005-T2,V-0005,2026-01-05 04:00:00,32.74956745745224,24.707852829031378,64.25,653.95,3.825910457059263,6954.3,2,-0.002,off_road,snow,0,0,none,none,drift,drift,32.75,25.255,5.645,True
V-0005-T3,V-0005,2026-01-05 04:00:00,33.56573552096077,22.176263516929918,53.63,536.26,7.663627889578528,7037.6,2,-0.829,urban,rain,0,0,none,none,drift,drift,33.566,22.28,8.35,True
V-0006-T0,V-0006,2026-01-05 04:00:00,29.627174087770946,35.33736691103998,52.25,551.41,19.227960173470215,7089.94,2,-2.692,highway,clear,0,0,none,none,drift,drift,29.627,27.925,7.532,True
V-0006-T1,V-0006,2026-01-05 04:00:00,30.648550759809837,21.818797951086047,76.34,490.18,5.874211880600073,6880.02,0,-1.358,rural,rain,0,0,none,none,none,none,30.649,21.819,5.874,True
V-0006-T2,V-0006,2026-01-05 04:00:00,31.396144825316494,24.198010032055592,62.39,499.37,8.032243489072636,7108.42,1,-1.641,highway,rain,0,0,none,none,none,none,31.396,24.198,8.032,True
V-0006-T3,V-0006,2026-01-05 04:00:00,31.583594452200863,29.58143120585804,42.06,339.5,8.227734085820584,6936.7,2,-1.894,urban,clear,0,0,none,none,none,none,31.584,29.581,8.228,True
V-0007-T0,V-0007,2026-01-05 04:00:00,36.38143216134274,33.31150631031638,107.77,602.19,7.297190153081562,7141.41,0,0.524,urban,clear,0,0,none,drift,drift,none,30.775,36.158,7.297,True
V-0007-T1,V-0007,2026-01-05 04:00:00,32.64587653363431,30.104606060119224,84.11,477.04,8.437321398095428,7168.45,2,0.005,highway,extreme_heat,0,0,none,stuck,none,drift,32.631,30.105,7.754,True
V-0007-T2,V-0007,2026-01-05 04:00:00,31.691357739861605,24.781900168819444,88.5,486.6,5.526993859929075,7077.1,0,-0.135,rural,rain,0,0,none,drift,drift,none,29.584,24.804,5.527,True
V-0007-T3,V-0007,2026-01-05 04:00:00,36.67133958394177,29.47751897873091,76.09,561.67,6.427792660613907,6940.74,0,0.428,rural,clear,0,0,none,drift,none,none,33.096,29.478,6.428,True
V-0008-T0,V-0008,2026-01-05 04:00:00,36.80761482475885,28.589088177302816,108.79,481.35,7.860163805963805,7447.41,0,0.874,urban,rain,0,0,none,drift,none,none,29.896,28.589,7.86,True
V-0008-T1,V-0008,2026-01-05 04:00:00,31.718324678117952,29.27732829097733,33.39,613.09,6.94295798397053,6957.57,2,-1.117,urban,snow,0,0,none,stuck,none,drift,31.712,29.277,7.455,True
V-0008-T2,V-0008,2026-01-05 04:00:00,30.241757835896177,34.41007503013733,68.58,552.58,7.300129640748903,6927.18,1,-0.53,rural,snow,0,0,none,none,drift,drift,30.242,23.999,7.33,True
V-0008-T3,V-0008,2026-01-05 04:00:00,33.29690397200909,28.089109153356205,89.28,625.47,7.540943650971503,7083.38,0,0.117,off_road,clear,0,0,none,none,none,none,33.297,28.089,7.541,True
V-0009-T0,V-0009,2026-01-05 04:00:00,31.177219199989384,29.19527196540304,59.52,502.48,6.570858706687736,6996.93,3,1.499,highway,extreme_heat,0,0,none,none,none,none,31.177,29.195,6.571,True
V-0009-T1,V-0009,2026-01-05 04:00:00,31.387194565564187,29.68038669656032,60.82,437.92,4.022319055225888,7181.61,1,-0.553,off_road,extreme_heat,0,0,none,none,none,drift,31.387,29.68,5.669,True
V-0009-T2,V-0009,2026-01-05 04:00:00,31.935010457641674,23.04595882463565,51.08,609.48,9.794147482072844,7021.92,1,-0.535,off_road,snow,0,0,none,none,none,drift,31.935,23.046,7.532,True
V-0009-T3,V-0009,2026-01-05 04:00:00,29.706901832211738,29.333428927562927,53.41,457.38,7.064518677322832,6949.64,3,0.074,highway,clear,0,0,none,none,drift,stuck,29.707,29.475,7.031,True
V-0010-T0,V-0010,2026-01-05 04:00:00,32.86493635569836,31.09764357071548,71.81,453.17,16.311040152706425,6891.37,0,-2.163,urban,extreme_heat,0,0,none,drift,drift,drift,31.523,28.87,7.619,True
V-0010-T1,V-0010,2026-01-05 04:00:00,31.886096598883785,23.427201759846163,73.91,510.83,6.96948147318998,6914.65,1,1.252,rural,rain,0,0,none,none,none,none,31.886,23.427,6.969,True
V-0010-T2,V-0010,2026-01-05 04:00:00,28.139734936237563,26.878874757676282,49.57,521.24,6.583523537771183,6912.93,1,0.258,highway,snow,0,0,none,drift,none,none,29.959,26.879,6.584,True
V-0010-T3,V-0010,2026-01-05 04:00:00,32.58855596063488,27.440281719784224,83.43,618.33,7.412012962556123,7154.02,0,0.799,urban,rain,0,0,none,drift,none,none,33.037,27.44,7.412,True
V-0011-T0,V-0011,2026-01-05 04:00:00,29.82370069630772,30.434522347570837,99.3,456.97,10.240684237248121,7084.91,1,-1.834,highway,clear,0,0,none,none,none,drift,29.824,30.435,7.843,True
V-0011-T1,V-0011,2026-01-05 04:00:00,30.347610288566283,25.923712650293417,53.85,620.4,5.874129127584766,7009.94,2,0.616,rural,snow,0,0,none,none,none,none,30.348,25.924,5.874,True
V-0011-T2,V-0011,2026-01-05 04:00:00,31.431762273603535,26.375529818469694,106.65,418.98,4.355548494171644,7043.71,1,-0.941,rural,snow,0,0,none,none,none,drift,31.432,26.376,5.71,True
V-0011-T3,V-0011,2026-01-05 04:00:00,32.899703075522574,21.251936666532377,66.32,529.18,6.212364755268159,7031.62,0,0.859,highway,clear,0,0,none,drift,none,drift,33.005,21.252,7.432,True
V-0012-T0,V-0012,2026-01-05 04:00:00,29.64028142598227,29.860114137427892,69.45,534.86,7.602157061873818,6860.29,3,-0.971,off_road,rain,0,0,none,none,none,drift,29.64,29.86,7.76,True
V-0012-T1,V-0012,2026-01-05 04:00:00,31.206906231809555,24.068472941948308,74.3,463.28,8.018587187840808,6778.47,0,1.577,rural,rain,0,0,none,none,none,drift,31.207,24.068,8.135,True
V-0012-T2,V-0012,2026-01-05 04:00:00,30.239798485605775,29.28312381251586,77.42,530.43,6.7160692095272605,7058.87,3,3.847,rural,snow,0,0,none,none,drift,none,30.24,26.356,6.716,True
V-0012-T3,V-0012,2026-01-05 04:00:00,32.721767427176864,,74.4,446.8,7.54709340684247,6867.34,0,-1.285,highway,clear,0,0,none,none,missing,none,32.722,24.18,7.547,True
V-0013-T0,V-0013,2026-01-05 04:00:00,32.71469611393753,35.244881405209156,57.07,507.98,6.961899743521507,6958.76,3,-0.378,rural,extreme_heat,0,0,none,none,none,none,32.715,35.245,6.962,True
V-0013-T1,V-0013,2026-01-05 04:00:00,30.452053593656366,28.823149209551442,88.28,581.85,7.600192889206541,6806.93,2,-1.126,highway,rain,0,0,none,none,drift,drift,30.452,28.877,7.745,True
V-0013-T2,V-0013,2026-01-05 04:00:00,29.781819349055482,29.55087412057268,122.79,483.85,8.128938646545427,7168.22,4,0.414,rural,snow,0,0,none,none,none,none,29.782,29.551,8.129,True
V-0013-T3,V-0013,2026-01-05 04:00:00,32.761826513617905,28.62633761222764,104.1,524.5,7.703961565822259,7046.14,1,0.014,urban,clear,0,0,none,drift,drift,drift,29.809,28.78,8.027,True
V-0014-T0,V-0014,2026-01-05 04:00:00,31.806918582780675,21.810064622056604,50.27,530.34,8.281083442600686,6924.04,1,0.062,off_road,rain,0,0,none,drift,drift,none,33.029,23.366,8.281,True
V-0014-T1,V-0014,2026-01-05 04:00:00,31.896926230029045,23.071811706044826,29.45,465.49,5.695216214226963,7146.12,3,0.724,off_road,rain,0,0,none,none,none,none,31.897,23.072,5.695,True
V-0014-T2,V-0014,2026-01-05 04:00:00,31.84215769537647,23.68976298327399,64.04,478.76,6.2190196905933215,7074.2,1,-1.233,off_road,rain,0,0,none,none,stuck,none,31.842,21.961,6.219,True
V-0014-T3,V-0014,2026-01-05 04:00:00,29.504770743884222,24.77995131067997,80.93,478.57,5.841672309992793,7212.24,0,-0.728,off_road,snow,0,0,none,drift,none,none,30.838,24.78,5.842,True
V-0000-T0,V-0000,2026-01-05 04:30:00,33.69812077793693,21.2904000150061,47.78,549.51,6.3353274103498265,6875.58,1,1.27,off_road,snow,0,0,none,drift,none,none,32.137,21.29,6.335,True
V-0000-T1,V-0000,2026-01-05 04:30:00,32.5250515233231,24.654368441525264,49.96,436.93,8.07203245443669,7281.38,2,-2.645,off_road,rain,0,0,none,none,drift,none,32.525,25.198,8.072,True
V-0000-T2,V-0000,2026-01-05 04:30:00,31.266853945407412,33.20467583022685,45.12,423.4,6.123354278906671,7223.81,1,-2.049,rural,extreme_heat,0,0,none,none,none,none,31.267,33.205,6.123,True
V-0000-T3,V-0000,2026-01-05 04:30:00,29.685310545401787,26.01585038140439,59.44,398.92,7.32657701018199,7247.09,2,0.86,rural,clear,0,0,none,none,none,none,29.685,26.016,7.327,True
V-0001-T0,V-0001,2026-01-05 04:30:00,30.460929154829117,18.558719488959333,59.55,413.85,15.518105810605533,7066.36,1,0.972,urban,snow,0,0,none,none,drift,drift,30.461,19.173,7.837,True
V-0001-T1,V-0001,2026-01-05 04:30:00,31.26962425928034,20.12802989420498,66.04,497.8,6.161280629025345,7031.3,0,0.075,urban,snow,0,0,none,none,none,none,31.27,20.128,6.161,True
V-0001-T2,V-0001,2026-01-05 04:30:00,29.988007772745725,29.40265543982485,65.22,423.47,6.300299634484598,7036.17,1,0.442,urban,clear,0,0,none,none,none,drift,29.988,29.403,6.56,True
V-0001-T3,V-0001,2026-01-05 04:30:00,40.95596994456655,23.666693409449472,82.37,413.21,6.890363795862012,6997.44,1,1.866,rural,snow,0,0,none,drift,none,none,30.637,23.667,6.89,True
V-0002-T0,V-0002,2026-01-05 04:30:00,33.26834815477969,27.758940774432,86.82,472.13,5.686321874566866,6964.95,2,-1.46,off_road,clear,0,0,none,none,none,drift,33.268,27.759,6.362,True
V-0002-T1,V-0002,2026-01-05 04:30:00,33.12514032508094,22.245951263638513,60.64,309.47,6.07526031850138,7028.7,0,-0.498,off_road,clear,0,0,none,stuck,drift,none,33.121,23.737,6.075,True
V-0002-T2,V-0002,2026-01-05 04:30:00,31.658945129787934,34.5703723853698,125.12,448.47,8.04497484259125,7054.04,0,-0.297,urban,extreme_heat,0,0,none,drift,drift,none,32.671,32.781,8.045,True
V-0002-T3,V-0002,2026-01-05 04:30:00,31.099671566822998,24.094428471831094,78.8,413.4,7.876685565259809,7112.23,2,2.225,rural,rain,0,0,none,none,drift,none,31.1,25.035,7.877,True
V-0003-T0,V-0003,2026-01-05 04:30:00,31.000249467576417,21.153311767897804,62.58,433.83,7.666779729737868,6789.32,0,2.403,highway,snow,0,0,none,none,none,none,31.0,21.153,7.667,True
V-0003-T1,V-0003,2026-01-05 04:30:00,29.864776704980525,31.52902034290302,56.03,469.43,7.002230770340318,7327.23,0,0.711,rural,clear,0,0,none,none,none,none,29.865,31.529,7.002,True
V-0003-T2,V-0003,2026-01-05 04:30:00,31.428207514070795,30.716074619720658,111.55,593.22,8.243639308155446,7108.8,0,1.954,rural,extreme_heat,0,0,none,none,none,none,31.428,30.716,8.244,True
V-0003-T3,V-0003,2026-01-05 04:30:00,30.457627362547406,33.34013692465793,31.56,561.62,7.861251946735105,6803.97,2,-2.506,highway,extreme_heat,0,0,none,stuck,none,none,30.458,33.34,7.861,True
V-0004-T0,V-0004,2026-01-05 04:30:00,33.92449046952158,27.480900962351402,88.46,567.21,6.0482573720489015,7221.55,3,0.645,urban,snow,0,0,none,drift,drift,none,30.841,25.154,6.048,True
V-0004-T1,V-0004,2026-01-05 04:30:00,33.08463717255773,27.82861277719257,43.91,465.02,7.464538675229721,7149.52,0,-1.099,highway,extreme_heat,0,0,none,none,drift,none,33.085,25.432,7.465,True
V-0004-T2,V-0004,2026-01-05 04:30:00,33.23735702562922,61.840008469230895,62.07,427.48,6.423671375743113,6640.48,1,-1.099,highway,extreme_heat,0,0,none,none,drift,none,33.237,32.134,6.424,True
V-0004-T3,V-0004,2026-01-05 04:30:00,31.824639203319354,24.631699746783852,57.39,512.65,7.2605188879813145,6860.04,2,0.234,urban,clear,0,0,none,none,none,none,31.825,24.632,7.261,True
V-0005-T0,V-0005,2026-01-05 04:30:00,37.564799386832526,37.60159464073439,59.39,548.41,8.496472586004705,6916.97,2,-2.14,highway,snow,0,0,none,drift,drift,none,31.177,23.11,8.496,True
V-0005-T1,V-0005,2026-01-05 04:30:00,29.896866270484818,28.945464989294976,103.51,504.69,5.852524493784851,6937.67,0,-1.058,off_road,snow,0,0,none,drift,drift,none,29.943,30.278,5.853,True
V-0005-T2,V-0005,2026-01-05 04:30:00,,25.8841948621959,65.7,594.35,3.8943420162485194,6987.16,1,2.292,off_road,clear,0,0,none,missing,drift,drift,32.747,26.405,5.634,True
V-0005-T3,V-0005,2026-01-05 04:30:00,33.56365218762744,26.667081289682642,49.81,365.53,7.69297483589506,7062.5,1,-1.044,rural,extreme_heat,0,0,none,none,drift,drift,33.564,26.768,8.345,True
V-0006-T0,V-0006,2026-01-05 04:30:00,29.62509075443761,41.350391067291085,67.19,587.55,19.489605321231593,7123.53,2,-0.436,highway,extreme_heat,0,0,none,none,drift,drift,29.625,33.626,7.526,True
V-0006-T1,V-0006,2026-01-05 04:30:00,30.6464674264765,22.007916627968278,68.74,442.97,5.86934500911952,6914.39,1,-2.162,highway,rain,0,0,none,none,none,none,30.646,22.008,5.869,True
V-0006-T2,V-0006,2026-01-05 04:30:00,31.39406149198316,24.113517049753707,68.34,626.83,,7142.59,2,-0.091,off_road,snow,0,0,none,none,none,missing,31.394,24.114,8.02,True
V-0006-T3,V-0006,2026-01-05 04:30:00,31.581511118867528,28.57798992274237,54.08,615.38,8.221254687244123,6963.74,0,-1.179,rural,clear,0,0,none,none,none,none,31.582,28.578,8.221,True
V-0007-T0,V-0007,2026-01-05 04:30:00,36.59703668348727,32.64872489694155,65.65,437.46,7.290799528366562,7174.24,0,2.732,rural,extreme_heat,0,0,none,drift,drift,none,30.773,35.37,7.291,True
V-0007-T1,V-0007,2026-01-05 04:30:00,32.629209866967656,32.07136595572814,70.14,426.18,8.431007472884431,7203.52,1,4.31,rural,extreme_heat,0,0,none,none,none,drift,32.629,32.071,7.748,True
V-0007-T2,V-0007,2026-01-05 04:30:00,31.70047633291128,26.47570407906942,106.02,599.76,5.513003277565491,7130.11,1,-0.215,rural,snow,0,0,none,drift,drift,none,29.581,26.498,5.513,True
V-0007-T3,V-0007,2026-01-05 04:30:00,36.81922211663668,28.26443007320932,65.59,690.15,6.419780144029435,6973.53,0,-0.846,urban,rain,0,0,none,drift,none,none,33.094,28.264,6.42,True
V-0008-T0,V-0008,2026-01-05 04:30:00,37.15035922296052,24.811018501895227,67.91,541.36,7.853006020638676,7481.37,0,0.59,rural,snow,0,0,none,drift,none,none,29.894,24.811,7.853,True
V-0008-T1,V-0008,2026-01-05 04:30:00,31.718324678117952,25.77753235878214,19.15,617.77,6.95928163335626,6967.14,1,-2.876,rural,snow,0,0,none,stuck,none,drift,31.71,25.778,7.453,True
V-0008-T2,V-0008,2026-01-05 04:30:00,30.239674502562842,42.77154561922811,106.02,499.02,7.293008740698432,6980.19,2,-2.103,highway,extreme_heat,0,0,none,none,drift,drift,30.24,31.93,7.321,True
V-0008-T3,V-0008,2026-01-05 04:30:00,33.29482063867576,,73.31,609.3,7.528293871898351,7120.04,1,0.527,off_road,extreme_heat,0,0,none,none,missing,none,33.295,32.801,7.528,True
V-0009-T0,V-0009,2026-01-05 04:30:00,31.17513586665605,32.41528174704091,78.95,381.82,6.559678819085408,7036.41,1,1.312,off_road,extreme_heat,0,0,none,none,none,none,31.175,32.415,6.56,True
V-0009-T1,V-0009,2026-01-05 04:30:00,31.38511123223085,32.969308061184414,74.87,467.37,4.055264496257676,7219.04,2,1.275,urban,extreme_heat,0,0,none,none,none,drift,31.385,32.969,5.662,True
V-0009-T2,V-0009,2026-01-05 04:30:00,31.93292712430834,24.17074665428479,118.56,403.66,9.84423203332923,7081.2,2,-0.147,urban,snow,0,0,none,none,none,drift,31.933,24.171,7.52,True
V-0009-T3,V-0009,2026-01-05 04:30:00,29.704818498878403,27.73062879819735,66.36,499.87,7.024375856690101,6982.82,0,2.962,rural,clear,0,0,none,none,drift,none,29.705,27.871,7.024,True
V-0010-T0,V-0010,2026-01-05 04:30:00,32.925307163568924,31.027720086998766,95.9,517.02,16.556735158844237,6939.32,0,3.118,highway,clear,0,0,none,drift,drift,drift,31.521,28.758,7.612,True
V-0010-T1,V-0010,2026-01-05 04:30:00,31.88401326555045,25.096928584955837,48.83,599.37,6.965337614511846,6939.06,1,0.947,highway,clear,0,0,none,none,none,none,31.884,25.097,6.965,True
V-0010-T2,V-0010,2026-01-05 04:30:00,28.13768605144828,23.821369294078455,36.85,468.57,6.580262546497855,6931.36,2,-3.386,urban,snow,0,0,none,drift,none,none,29.956,23.821,6.58,True
V-0010-T3,V-0010,2026-01-05 04:30:00,32.60519703498442,31.717290506772763,90.89,389.27,7.398443157563054,7199.46,1,-0.423,off_road,extreme_heat,0,0,none,drift,none,none,33.035,31.717,7.398,True
V-0011-T0,V-0011,2026-01-05 04:30:00,29.821617362974386,26.70504422559533,64.85,383.94,10.237217366796479,7117.34,0,-1.845,off_road,rain,0,0,none,none,none,drift,29.822,26.705,7.834,True
V-0011-T1,V-0011,2026-01-05 04:30:00,30.34552695523295,21.878059547261635,45.39,492.22,5.87091580594525,7032.63,0,1.258,highway,snow,0,0,none,none,none,none,30.346,21.878,5.871,True
V-0011-T2,V-0011,2026-01-05 04:30:00,31.4296789402702,26.074833354713604,59.33,499.91,4.377374904789039,7073.37,2,-2.508,urban,clear,0,0,none,none,none,drift,31.43,26.075,5.705,True
V-0011-T3,V-0011,2026-01-05 04:30:00,32.9008525268676,22.006914422390135,53.81,590.98,6.223884207584371,7058.53,1,0.092,rural,rain,0,0,none,drift,none,drift,33.003,22.007,7.425,True
V-0012-T0,V-0012,2026-01-05 04:30:00,29.638198092648935,33.638843934548746,64.69,563.02,7.5935924037285165,6892.63,1,1.376,off_road,extreme_heat,0,0,none,none,none,drift,29.638,33.639,7.75,True
V-0012-T1,V-0012,2026-01-05 04:30:00,31.20482289847622,26.20113987554989,93.54,426.45,8.010683274609672,6825.24,1,0.939,urban,clear,0,0,none,none,none,drift,31.205,26.201,8.126,True
V-0012-T2,V-0012,2026-01-05 04:30:00,30.23771515227244,32.36246984089365,103.39,571.39,6.704390433419918,7110.56,3,-1.357,urban,rain,0,0,none,none,drift,none,30.238,29.33,6.704,True
V-0012-T3,V-0012,2026-01-05 04:30:00,32.71968409384353,29.49530602618322,67.03,572.83,7.540296714586868,6900.86,1,2.082,urban,extreme_heat,0,0,none,none,none,none,32.72,29.495,7.54,True
V-0013-T0,V-0013,2026-01-05 04:30:00,32.712612780604196,36.931302058832486,99.74,495.49,6.952201592716633,7008.63,1,0.34,urban,extreme_heat,0,0,none,none,none,none,32.713,36.931,6.952,True
V-0013-T1,V-0013,2026-01-05 04:30:00,30.44997026032303,28.030486560964317,81.32,491.57,7.596442433921459,6847.59,0,-1.679,highway,clear,0,0,none,none,drift,drift,30.45,28.084,7.739,True
V-0013-T2,V-0013,2026-01-05 04:30:00,29.779736015722147,27.05920737113804,69.29,371.32,8.119127377468038,7202.87,1,1.118,off_road,rain,0,0,none,none,none,none,29.78,27.059,8.119,True
